Lead Month,Revenue Month,Revenue,Platform,Campaign,Ad Name,Aff_param,profile_id
2025-08-01,2025-Dec,71.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034958
2025-08-01,2025-Dec,128.35,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034805
2025-08-01,2025-Dec,88.41,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034804
2025-08-01,2025-Dec,156.53,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034097
2025-08-01,2025-Dec,119.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034640
2025-08-01,2025-Dec,135.97,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034633
2025-08-01,2025-Dec,162.66,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034485
2025-08-01,2025-Dec,74.5,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034483
2025-08-01,2025-Dec,189.37,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034380
2025-08-01,2025-Dec,166.16,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034377
2025-08-01,2025-Dec,110.31,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034371
2025-08-01,2025-Dec,113.55,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034242
2025-08-01,2025-Dec,129.67,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034235
2025-08-01,2025-Dec,222.33,Google Search,Brand Search,Brand Core RSA,AFF-1201,990034638
2025-08-01,2025-Dec,169.95,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990036459
2025-08-01,2025-Dec,118.3,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990036457
2025-08-01,2025-Dec,195.83,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990036229
2025-08-01,2025-Dec,74.84,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036211
2025-08-01,2025-Dec,58.46,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990035957
2025-08-01,2025-Dec,105.89,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990035815
2025-08-01,2025-Dec,86.86,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990035424
2025-08-01,2025-Dec,57.82,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990035417
2025-08-01,2025-Dec,85.18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990035128
2025-08-01,2025-Dec,74.74,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034987
2025-08-01,2025-Dec,69.46,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034840
2025-08-01,2025-Dec,145.57,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036215
2025-08-01,2025-Dec,217.1,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034840
2025-08-01,2025-Dec,59.72,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034524
2025-08-01,2025-Dec,97.88,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034265
2025-08-01,2025-Dec,113.33,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034136
2025-08-01,2025-Dec,125.27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033665
2025-08-01,2025-Dec,85.29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033503
2025-08-01,2025-Dec,50.76,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033502
2025-08-01,2025-Dec,77.96,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033497
2025-08-01,2025-Dec,234.46,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033362
2025-08-01,2025-Dec,113.1,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990034680
2025-08-01,2025-Dec,97.64,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036217
2025-08-01,2025-Dec,58.29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036449
2025-08-01,2025-Dec,130.34,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036725
2025-08-01,2025-Dec,114.31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990036229
2025-08-01,2025-Dec,108.93,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990036104
2025-08-01,2025-Dec,72.98,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035967
2025-08-01,2025-Dec,63.35,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035967
2025-08-01,2025-Dec,135.57,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035828
2025-08-01,2025-Dec,169.73,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035823
2025-08-01,2025-Dec,92.45,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035429
2025-08-01,2025-Dec,89.71,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035428
2025-08-01,2025-Dec,73.26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035300
2025-08-01,2025-Dec,45.15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035001
2025-08-01,2025-Dec,77.53,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990034998
2025-08-01,2025-Dec,114.29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990034693
2025-08-01,2025-Dec,77.1,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990034271
2025-08-01,2025-Dec,190.63,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990034145
2025-08-01,2025-Dec,125.62,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990033671
2025-08-01,2025-Dec,58.17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990033514
2025-08-01,2025-Dec,93.02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990033075
2025-08-01,2025-Dec,89.59,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036992
2025-08-01,2025-Dec,105.75,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990036735
2025-08-01,2025-Dec,92.27,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035386
2025-08-01,2025-Nov,122.19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990036269
2025-08-01,2025-Dec,212.04,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035521
2025-08-01,2025-Dec,58.81,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035526
2025-08-01,2025-Dec,39.37,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034651
2025-08-01,2025-Dec,175.76,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034518
2025-08-01,2025-Dec,111.72,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034517
2025-08-01,2025-Dec,219.11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034516
2025-08-01,2025-Dec,102.57,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034493
2025-08-01,2025-Dec,146.19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034402
2025-08-01,2025-Dec,60.48,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034399
2025-08-01,2025-Dec,505.2,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034395
2025-08-01,2025-Dec,92.12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034652
2025-08-01,2025-Dec,58.12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034384
2025-08-01,2025-Dec,48.68,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034119
2025-08-01,2025-Dec,84.99,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033981
2025-08-01,2025-Dec,146.11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033802
2025-08-01,2025-Dec,97.09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033800
2025-08-01,2025-Dec,113.51,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033796
2025-08-01,2025-Dec,107.53,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033795
2025-08-01,2025-Dec,90.64,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033795
2025-08-01,2025-Dec,99.28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033794
2025-08-01,2025-Dec,182.28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034259
2025-08-01,2025-Dec,94.35,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033794
2025-08-01,2025-Dec,134.31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034653
2025-08-01,2025-Dec,116.9,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034828
2025-08-01,2025-Dec,207.44,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035944
2025-08-01,2025-Dec,103.77,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035808
2025-08-01,2025-Dec,60.71,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035667
2025-08-01,2025-Dec,123.14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035550
2025-08-01,2025-Dec,75.82,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035532
2025-08-01,2025-Dec,107.3,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035411
2025-08-01,2025-Dec,49.05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035409
2025-08-01,2025-Dec,72.04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035408
2025-08-01,2025-Dec,89.61,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034668
2025-08-01,2025-Dec,163.77,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035280
2025-08-01,2025-Dec,100.26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035275
2025-08-01,2025-Dec,283.79,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035257
2025-08-01,2025-Dec,59.49,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035253
2025-08-01,2025-Dec,121.39,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035119
2025-08-01,2025-Dec,127.42,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035112
2025-08-01,2025-Dec,157.65,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035110
2025-08-01,2025-Dec,83.94,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035104
2025-08-01,2025-Dec,76.57,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034829
2025-08-01,2025-Dec,180.66,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035279
2025-08-01,2025-Dec,111.76,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033655
2025-08-01,2025-Dec,118.98,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033641
2025-08-01,2025-Dec,143.26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033636
2025-08-01,2025-Dec,70.08,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036416
2025-08-01,2025-Dec,52.86,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036415
2025-08-01,2025-Dec,89.64,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036300
2025-08-01,2025-Dec,2144.3,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036296
2025-08-01,2025-Dec,174.74,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036193
2025-08-01,2025-Dec,125.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036183
2025-08-01,2025-Dec,104.11,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036067
2025-08-01,2025-Dec,34.13,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036053
2025-08-01,2025-Dec,113.56,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036418
2025-08-01,2025-Dec,148.01,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036053
2025-08-01,2025-Dec,146.32,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035779
2025-08-01,2025-Dec,124.57,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035776
2025-08-01,2025-Dec,128.44,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035776
2025-08-01,2025-Dec,300.99,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035775
2025-08-01,2025-Dec,178.38,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035772
2025-08-01,2025-Dec,60.85,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035660
2025-08-01,2025-Dec,113.14,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035658
2025-08-01,2025-Dec,242.31,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035655
2025-08-01,2025-Dec,49.87,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035922
2025-08-01,2025-Dec,69.7,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036553
2025-08-01,2025-Dec,57.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036554
2025-08-01,2025-Dec,152.02,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036696
2025-08-01,2025-Dec,132.86,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033495
2025-08-01,2025-Dec,66.87,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033492
2025-08-01,2025-Dec,126.58,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033491
2025-08-01,2025-Dec,239.72,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033475
2025-08-01,2025-Dec,165.02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033187
2025-08-01,2025-Dec,47.36,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033044
2025-08-01,2025-Dec,151.47,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990032895
2025-08-01,2025-Dec,89.63,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990032895
2025-08-01,2025-Dec,151.91,Google Search,Brand Search,Brand Core RSA,AFF-1201,990037094
2025-08-01,2025-Dec,132.49,Google Search,Brand Search,Brand Core RSA,AFF-1201,990037081
2025-08-01,2025-Dec,120.78,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036973
2025-08-01,2025-Dec,103.14,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036970
2025-08-01,2025-Dec,113.05,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036963
2025-08-01,2025-Dec,54.72,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036961
2025-08-01,2025-Dec,90.08,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036831
2025-08-01,2025-Dec,110.79,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036830
2025-08-01,2025-Dec,47.74,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036828
2025-08-01,2025-Dec,127.39,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036827
2025-08-01,2025-Sep,91.61,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036808
2025-08-01,2025-Dec,194.23,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035521
2025-08-01,2025-Oct,62.28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990035707
2025-08-01,2025-Nov,73.33,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990036368
2025-08-01,2025-Nov,122.72,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990036510
2025-08-01,2025-Nov,1119.89,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032990
2025-08-01,2025-Nov,65.78,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032986
2025-08-01,2025-Nov,99.09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032985
2025-08-01,2025-Nov,150.45,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990037201
2025-08-01,2025-Nov,136.18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990037193
2025-08-01,2025-Nov,124.81,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036810
2025-08-01,2025-Nov,123.11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036810
2025-08-01,2025-Nov,43.96,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036808
2025-08-01,2025-Nov,1212.96,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032990
2025-08-01,2025-Nov,79.46,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036807
2025-08-01,2025-Nov,169.34,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036030
2025-08-01,2025-Nov,166.7,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036029
2025-08-01,2025-Nov,142.09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990035904
2025-08-01,2025-Nov,146.22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990035625
2025-08-01,2025-Nov,79.13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990035369
2025-08-01,2025-Nov,79.97,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990034216
2025-08-01,2025-Nov,120.87,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990033758
2025-08-01,2025-Nov,270.62,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990033589
2025-08-01,2025-Nov,89.37,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036277
2025-08-01,2025-Nov,178.02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990032999
2025-08-01,2025-Nov,1386.87,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032990
2025-08-01,2025-Nov,62.53,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990033279
2025-08-01,2025-Nov,80.75,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990036407
2025-08-01,2025-Nov,37.42,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990036047
2025-08-01,2025-Nov,64.34,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990035916
2025-08-01,2025-Nov,42.3,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990035916
2025-08-01,2025-Nov,83.09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990034947
2025-08-01,2025-Nov,43.44,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990033456
2025-08-01,2025-Nov,83.78,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990033456
2025-08-01,2025-Nov,54.99,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990033453
2025-08-01,2025-Nov,193.3,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032991
2025-08-01,2025-Nov,259.43,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990035485
2025-08-01,2025-Nov,1604.74,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990034763
2025-08-01,2025-Nov,3192.69,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990034763
2025-08-01,2025-Nov,165.22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990034339
2025-08-01,2025-Nov,202.86,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990034205
2025-08-01,2025-Nov,77.07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990034071
2025-08-01,2025-Nov,138.95,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990033582
2025-08-01,2025-Nov,267.72,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990033426
2025-08-01,2025-Nov,87.15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990033279
2025-08-01,2025-Nov,120.82,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990035358
2025-08-01,2025-Nov,73.52,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990036824
2025-08-01,2025-Nov,209.07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990037102
2025-08-01,2025-Nov,148.09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036866
2025-08-01,2025-Nov,158.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034675
2025-08-01,2025-Nov,106.91,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034670
2025-08-01,2025-Nov,103.45,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034658
2025-08-01,2025-Nov,74.14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034657
2025-08-01,2025-Nov,170.3,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034652
2025-08-01,2025-Nov,113.76,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034513
2025-08-01,2025-Nov,126.11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034498
2025-08-01,2025-Nov,203.53,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034393
2025-08-01,2025-Nov,59.89,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034820
2025-08-01,2025-Nov,139.64,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034390
2025-08-01,2025-Nov,98.41,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034260
2025-08-01,2025-Nov,121.92,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034260
2025-08-01,2025-Nov,89.0,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034120
2025-08-01,2025-Nov,215.92,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034114
2025-08-01,2025-Nov,80.11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034113
2025-08-01,2025-Nov,141.79,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034108
2025-08-01,2025-Nov,67.9,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034107
2025-08-01,2025-Nov,105.73,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034107
2025-08-01,2025-Nov,162.08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034261
2025-08-01,2025-Nov,51.37,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036988
2025-08-01,2025-Nov,85.45,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034828
2025-08-01,2025-Nov,116.38,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034978
2025-08-01,2025-Nov,124.58,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036858
2025-08-01,2025-Nov,90.49,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036845
2025-08-01,2025-Nov,134.9,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036722
2025-08-01,2025-Nov,125.66,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036581
2025-08-01,2025-Nov,83.17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036580
2025-08-01,2025-Nov,147.33,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036315
2025-08-01,2025-Nov,54.82,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036314
2025-08-01,2025-Nov,91.06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036085
2025-08-01,2025-Nov,178.31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034966
2025-08-01,2025-Nov,155.86,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035796
2025-08-01,2025-Nov,149.2,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035553
2025-08-01,2025-Nov,136.35,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035537
2025-08-01,2025-Nov,94.22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035281
2025-08-01,2025-Nov,64.1,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035255
2025-08-01,2025-Nov,120.03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035116
2025-08-01,2025-Nov,232.16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035116
2025-08-01,2025-Nov,49.29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035112
2025-08-01,2025-Nov,151.08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035110
2025-08-01,2025-Nov,194.58,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035679
2025-08-01,2025-Nov,47.03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990033153
2025-08-01,2025-Nov,46.51,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990033291
2025-08-01,2025-Nov,35.99,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990033925
2025-08-01,2025-Oct,108.92,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036881
2025-08-01,2025-Oct,180.8,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036613
2025-08-01,2025-Oct,206.21,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036607
2025-08-01,2025-Oct,91.95,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036602
2025-08-01,2025-Oct,83.49,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036332
2025-08-01,2025-Oct,37.2,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036332
2025-08-01,2025-Oct,75.06,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036113
2025-08-01,2025-Oct,51.67,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036113
2025-08-01,2025-Oct,184.06,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036883
2025-08-01,2025-Oct,108.36,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036112
2025-08-01,2025-Oct,73.43,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035974
2025-08-01,2025-Oct,100.0,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035973
2025-08-01,2025-Oct,104.6,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035971
2025-08-01,2025-Oct,58.48,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035831
2025-08-01,2025-Oct,73.24,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035701
2025-08-01,2025-Oct,137.99,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035575
2025-08-01,2025-Oct,137.78,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035444
2025-08-01,2025-Oct,70.15,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035441
2025-08-01,2025-Oct,224.25,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035975
2025-08-01,2025-Oct,179.44,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035310
2025-08-01,2025-Oct,123.66,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036886
2025-08-01,2025-Oct,146.4,Bing,Brand Search,Bing Brand Exact,AFF-3201,990037019
2025-08-01,2025-Oct,84.55,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990035448
2025-08-01,2025-Oct,90.41,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990035448
2025-08-01,2025-Oct,66.14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990035014
2025-08-01,2025-Oct,95.94,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034869
2025-08-01,2025-Oct,160.35,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034868
2025-08-01,2025-Oct,117.21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034720
2025-08-01,2025-Oct,82.59,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034718
2025-08-01,2025-Oct,57.75,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034433
2025-08-01,2025-Oct,81.01,Bing,Brand Search,Bing Brand Exact,AFF-3201,990037012
2025-08-01,2025-Oct,91.37,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034162
