lead_day,Platform,Campaign,Ad Name,Aff_param,Cost
2025-09-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,1575.8
2025-09-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1905.62
2025-09-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,802.61
2025-09-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1061.69
2025-09-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,214.93
2025-09-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,381.64
2025-09-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,75.29
2025-10-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,1326.3
2025-10-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,670.55
2025-10-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1541.32
2025-10-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1177.01
2025-10-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,1029.3
2025-10-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,204.8
2025-10-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,1529.2
2025-10-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1613.78
2025-10-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,386.42
2025-10-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,226.53
2025-10-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,160.49
2025-10-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,160.51
2025-10-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,592.06
2025-10-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,268.88
2025-10-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,804.02
2025-10-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,699.15
2025-10-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,896.86
2025-10-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,457.24
2025-10-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,485.07
2025-10-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,273.92
2025-10-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,1695.27
2025-10-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2440.81
2025-10-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,869.98
2025-10-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,364.0
2025-10-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,378.55
2025-10-02,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,106.92
2025-10-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,135.84
2025-10-02,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,145.05
2025-10-03,Bing,Brand Search,Bing Brand Exact,AFF-3201,1078.83
2025-10-03,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,325.49
2025-10-03,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1247.52
2025-10-03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,457.62
2025-10-03,Google Display,Prospecting Display,In-Market Display A,AFF-2201,447.24
2025-10-03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,409.68
2025-10-03,Google Search,Brand Search,Brand Core RSA,AFF-1201,1128.22
2025-10-03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1240.63
2025-10-03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,711.05
2025-10-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,738.27
2025-10-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,161.19
2025-10-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,382.88
2025-10-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,273.02
2025-10-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,268.21
2025-10-04,Bing,Brand Search,Bing Brand Exact,AFF-3201,718.28
2025-10-04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,874.24
2025-10-04,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,986.42
2025-10-04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1199.49
2025-10-04,Google Display,Prospecting Display,In-Market Display A,AFF-2201,107.09
2025-10-04,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,306.95
2025-10-04,Google Search,Brand Search,Brand Core RSA,AFF-1201,627.5
2025-10-04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,683.47
2025-10-04,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,666.59
2025-10-04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,651.22
2025-10-04,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,271.05
2025-10-04,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,163.91
2025-10-04,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,144.03
2025-10-04,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,142.16
2025-10-05,Bing,Brand Search,Bing Brand Exact,AFF-3201,731.53
2025-10-05,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,455.65
2025-10-05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,958.67
2025-10-05,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,899.86
2025-10-05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,409.02
2025-10-05,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,197.76
2025-10-05,Google Search,Brand Search,Brand Core RSA,AFF-1201,1629.03
2025-10-05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1618.67
2025-10-05,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1811.1
2025-10-05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,645.43
2025-10-05,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,274.4
2025-10-05,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,48.91
2025-10-05,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,291.8
2025-10-05,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,208.06
2025-10-06,Bing,Brand Search,Bing Brand Exact,AFF-3201,769.81
2025-10-06,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,651.58
2025-10-06,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1531.86
2025-10-06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1161.56
2025-10-06,Google Display,Prospecting Display,In-Market Display A,AFF-2201,388.07
2025-10-06,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,280.9
2025-10-06,Google Search,Brand Search,Brand Core RSA,AFF-1201,1894.37
2025-10-06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1406.33
2025-10-06,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,572.47
2025-10-06,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,384.84
2025-10-06,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,111.22
2025-10-06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,135.8
2025-10-06,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,231.76
2025-10-07,Bing,Brand Search,Bing Brand Exact,AFF-3201,481.98
2025-10-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,599.51
2025-10-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1782.42
2025-10-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,864.24
2025-10-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,675.56
2025-10-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,275.49
2025-10-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,1102.39
2025-10-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2233.66
2025-10-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,629.06
2025-10-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,543.95
2025-10-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,234.74
2025-10-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,194.16
2025-10-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,295.1
2025-10-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,498.57
2025-10-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,854.75
2025-10-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,823.88
2025-10-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1047.78
2025-10-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,777.95
2025-10-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,601.71
2025-10-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,238.03
2025-10-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,1093.64
2025-10-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2198.07
2025-10-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,894.67
2025-10-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,125.16
2025-10-08,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,53.03
2025-10-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,357.35
2025-10-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,139.57
2025-10-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,933.73
2025-10-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,840.62
2025-10-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,372.62
2025-10-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1010.89
2025-10-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,369.91
2025-10-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,359.82
2025-10-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,1154.0
2025-10-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1878.58
2025-10-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,533.5
2025-10-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,333.44
2025-10-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,56.42
2025-10-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,161.72
2025-10-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,134.33
2025-10-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,262.2
2025-10-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,813.75
2025-10-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,532.38
2025-10-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1373.14
2025-10-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,624.48
2025-10-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,634.8
2025-10-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,417.07
2025-10-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,1526.98
2025-10-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1533.58
2025-10-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,502.2
2025-10-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,553.9
2025-10-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,97.5
2025-10-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,68.59
2025-10-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,350.58
2025-10-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,692.05
2025-10-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,534.4
2025-10-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1273.23
2025-10-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,794.38
2025-10-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,496.89
2025-10-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,418.86
2025-10-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,906.11
2025-10-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1632.3
2025-10-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,503.78
2025-10-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,915.33
2025-10-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,184.31
2025-10-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,52.33
2025-10-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,376.47
2025-10-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,278.2
2025-10-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,283.5
2025-10-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,244.55
2025-10-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,648.74
2025-10-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,663.65
2025-10-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,249.24
2025-10-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,332.29
2025-10-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,1519.77
2025-10-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1659.5
2025-10-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,963.34
2025-10-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,596.04
2025-10-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,154.98
2025-10-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,52.25
2025-10-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,472.64
2025-10-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,453.63
2025-10-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,1003.72
2025-10-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,688.57
2025-10-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,797.36
2025-10-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,954.55
2025-10-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,510.03
2025-10-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,335.57
2025-10-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,1014.06
2025-10-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1398.14
2025-10-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1492.16
2025-10-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,879.81
2025-10-13,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,237.05
2025-10-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,151.16
2025-10-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,387.62
2025-10-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,307.44
2025-10-14,Bing,Brand Search,Bing Brand Exact,AFF-3201,567.39
2025-10-14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,584.88
2025-10-14,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1320.33
2025-10-14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1161.18
2025-10-14,Google Display,Prospecting Display,In-Market Display A,AFF-2201,272.13
2025-10-14,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,43.73
2025-10-14,Google Search,Brand Search,Brand Core RSA,AFF-1201,1734.21
2025-10-14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1295.37
2025-10-14,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,145.13
2025-10-14,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,329.28
2025-10-14,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,296.31
2025-10-14,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,96.47
2025-10-14,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,433.51
2025-10-15,Bing,Brand Search,Bing Brand Exact,AFF-3201,662.22
2025-10-15,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,485.88
2025-10-15,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1267.69
2025-10-15,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,717.38
2025-10-15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,405.39
2025-10-15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,364.3
2025-10-15,Google Search,Brand Search,Brand Core RSA,AFF-1201,1344.38
2025-10-15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1902.51
2025-10-15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,877.24
2025-10-15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,767.13
2025-10-15,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,237.87
2025-10-15,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,114.79
2025-10-15,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,156.41
2025-10-15,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,152.51
2025-10-16,Bing,Brand Search,Bing Brand Exact,AFF-3201,801.43
2025-10-16,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,902.09
2025-10-16,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,919.44
2025-10-16,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,762.99
2025-10-16,Google Display,Prospecting Display,In-Market Display A,AFF-2201,644.74
2025-10-16,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,142.1
2025-10-16,Google Search,Brand Search,Brand Core RSA,AFF-1201,790.27
2025-10-16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2355.77
2025-10-16,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,571.33
2025-10-16,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,986.33
2025-10-16,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,51.86
2025-10-16,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,254.75
2025-10-16,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,223.65
2025-10-16,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,73.42
2025-10-17,Bing,Brand Search,Bing Brand Exact,AFF-3201,1070.89
2025-10-17,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,607.15
2025-10-17,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,363.05
2025-10-17,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,891.88
2025-10-17,Google Display,Prospecting Display,In-Market Display A,AFF-2201,596.04
2025-10-17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,175.74
2025-10-17,Google Search,Brand Search,Brand Core RSA,AFF-1201,584.23
2025-10-17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1696.3
2025-10-17,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,781.75
2025-10-17,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,563.29
2025-10-17,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,173.91
2025-10-17,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,192.42
2025-10-17,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,137.8
2025-10-17,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,150.9
2025-10-18,Bing,Brand Search,Bing Brand Exact,AFF-3201,716.58
2025-10-18,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,538.71
2025-10-18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,771.69
2025-10-18,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1010.88
2025-10-18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,526.16
2025-10-18,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,394.18
2025-10-18,Google Search,Brand Search,Brand Core RSA,AFF-1201,1155.76
2025-10-18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,966.17
2025-10-18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1151.27
2025-10-18,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1179.81
2025-10-18,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,59.32
2025-10-18,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,52.17
2025-10-18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,402.82
2025-10-18,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,286.68
2025-10-19,Bing,Brand Search,Bing Brand Exact,AFF-3201,921.66
2025-10-19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,438.45
2025-10-19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,938.78
2025-10-19,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,803.69
2025-10-19,Google Display,Prospecting Display,In-Market Display A,AFF-2201,437.35
2025-10-19,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,140.69
2025-10-19,Google Search,Brand Search,Brand Core RSA,AFF-1201,690.66
2025-10-19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1419.38
2025-10-19,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,367.33
2025-10-19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,692.31
2025-10-19,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,182.24
2025-10-19,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,52.7
2025-10-19,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,209.86
2025-10-19,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,134.89
2025-10-20,Bing,Brand Search,Bing Brand Exact,AFF-3201,656.05
2025-10-20,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,695.66
2025-10-20,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1385.63
2025-10-20,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1148.18
2025-10-20,Google Display,Prospecting Display,In-Market Display A,AFF-2201,583.81
2025-10-20,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,576.89
2025-10-20,Google Search,Brand Search,Brand Core RSA,AFF-1201,1377.04
2025-10-20,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1551.54
2025-10-20,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,728.96
2025-10-20,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,637.94
2025-10-20,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,54.19
2025-10-20,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,251.56
2025-10-20,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,70.25
2025-10-20,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,66.6
2025-10-21,Bing,Brand Search,Bing Brand Exact,AFF-3201,725.56
2025-10-21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,161.3
2025-10-21,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,876.23
2025-10-21,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,808.53
2025-10-21,Google Display,Prospecting Display,In-Market Display A,AFF-2201,681.09
2025-10-21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,227.69
2025-10-21,Google Search,Brand Search,Brand Core RSA,AFF-1201,1558.39
2025-10-21,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1243.45
2025-10-21,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,965.52
2025-10-21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1661.89
2025-10-21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,52.58
2025-10-21,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,196.35
2025-10-21,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,146.82
2025-10-21,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,216.6
2025-10-22,Bing,Brand Search,Bing Brand Exact,AFF-3201,1007.08
2025-10-22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,674.01
2025-10-22,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1669.46
2025-10-22,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,668.27
2025-10-22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,267.57
2025-10-22,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,137.86
2025-10-22,Google Search,Brand Search,Brand Core RSA,AFF-1201,859.49
2025-10-22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2667.65
2025-10-22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,536.82
2025-10-22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,898.36
2025-10-22,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,449.55
2025-10-22,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,222.68
2025-10-22,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,220.22
2025-10-23,Bing,Brand Search,Bing Brand Exact,AFF-3201,874.47
2025-10-23,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,829.32
2025-10-23,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1058.65
2025-10-23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1341.37
2025-10-23,Google Display,Prospecting Display,In-Market Display A,AFF-2201,503.51
2025-10-23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,308.57
2025-10-23,Google Search,Brand Search,Brand Core RSA,AFF-1201,1013.59
2025-10-23,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1842.82
2025-10-23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,704.21
2025-10-23,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,445.1
2025-10-23,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,60.21
2025-10-23,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,115.19
2025-10-23,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,391.57
2025-10-23,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,276.27
2025-10-24,Bing,Brand Search,Bing Brand Exact,AFF-3201,568.73
2025-10-24,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,982.03
2025-10-24,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1070.74
2025-10-24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,787.83
2025-10-24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,366.97
2025-10-24,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,344.11
2025-10-24,Google Search,Brand Search,Brand Core RSA,AFF-1201,1539.71
2025-10-24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1835.0
2025-10-24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,877.72
2025-10-24,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,350.41
2025-10-24,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,458.41
2025-10-24,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,204.14
2025-10-24,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,268.87
