Revenue Date,Revenue,Platform,Campaign,Ad Name,Aff_param,profile_id
2025-09-30,85.44,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990024893
2025-09-30,75.07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990028449
2025-09-30,132.32,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990029384
2025-09-30,301.95,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990035069
2025-09-30,220.01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990036815
2025-09-30,176.36,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990026813
2025-09-30,182.9,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990028437
2025-09-30,83.64,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990031909
2025-09-30,73.19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990034768
2025-09-30,54.56,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990036526
2025-09-30,123.04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990037342
2025-09-30,92.55,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990022818
2025-09-30,171.34,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990022253
2025-09-30,110.75,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990021899
2025-09-30,69.45,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990021369
2025-09-30,109.92,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990030040
2025-10-01,85.54,Bing,Brand Search,Bing Brand Exact,AFF-3201,990022001
2025-10-01,65.74,Bing,Brand Search,Bing Brand Exact,AFF-3201,990029953
2025-10-01,137.99,Bing,Brand Search,Bing Brand Exact,AFF-3201,990035575
2025-10-01,51.67,Bing,Brand Search,Bing Brand Exact,AFF-3201,990036113
2025-10-01,66.48,Bing,Brand Search,Bing Brand Exact,AFF-3201,990040787
2025-10-01,156.75,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990021658
2025-10-01,116.2,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990026756
2025-10-01,93.68,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990029001
2025-10-01,80.34,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990039859
2025-10-01,40.17,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990040112
2025-10-01,63.75,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990028423
2025-10-01,80.34,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990034749
2025-10-01,101.12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990018496
2025-10-01,186.17,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990018809
2025-10-01,88.9,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990020843
2025-10-01,51.77,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990023121
2025-10-01,70.26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990024479
2025-10-01,68.41,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990029821
2025-10-01,937.16,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990031868
2025-10-01,112.84,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990024983
2025-10-01,62.02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990026902
2025-10-01,50.75,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990029776
2025-10-01,104.03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990018091
2025-10-01,153.31,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990025584
2025-10-01,127.76,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990026522
2025-10-01,129.17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990034846
2025-10-01,154.77,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990035572
2025-10-01,70.6,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990037416
2025-10-01,109.47,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990038857
2025-10-01,104.64,Google Search,Brand Search,Brand Core RSA,AFF-1201,990019816
2025-10-01,94.72,Google Search,Brand Search,Brand Core RSA,AFF-1201,990020424
2025-10-01,120.17,Google Search,Brand Search,Brand Core RSA,AFF-1201,990020767
2025-10-01,43.67,Google Search,Brand Search,Brand Core RSA,AFF-1201,990023979
2025-10-01,263.22,Google Search,Brand Search,Brand Core RSA,AFF-1201,990023994
2025-10-01,277.06,Google Search,Brand Search,Brand Core RSA,AFF-1201,990027033
2025-10-01,86.34,Google Search,Brand Search,Brand Core RSA,AFF-1201,990028469
2025-10-01,138.51,Google Search,Brand Search,Brand Core RSA,AFF-1201,990028781
2025-10-01,171.78,Google Search,Brand Search,Brand Core RSA,AFF-1201,990028935
2025-10-01,108.5,Google Search,Brand Search,Brand Core RSA,AFF-1201,990031161
2025-10-01,273.45,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035929
2025-10-01,107.31,Google Search,Brand Search,Brand Core RSA,AFF-1201,990037495
2025-10-01,167.61,Google Search,Brand Search,Brand Core RSA,AFF-1201,990039081
2025-10-01,665.99,Google Search,Brand Search,Brand Core RSA,AFF-1201,990041234
2025-10-01,1867.07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007961
2025-10-01,1516.87,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990009810
2025-10-01,173.93,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990018244
2025-10-01,116.62,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990019302
2025-10-01,124.65,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990023412
2025-10-01,333.34,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990024391
2025-10-01,84.04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990028513
2025-10-01,85.46,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990028806
2025-10-01,75.68,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990029101
2025-10-01,63.63,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033804
2025-10-01,82.07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033964
2025-10-01,63.96,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990037232
2025-10-01,187.84,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990038221
2025-10-01,134.34,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990040200
2025-10-01,43.98,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990040491
2025-10-01,324.39,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990028451
2025-10-01,122.49,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990033280
2025-10-01,296.77,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990021713
2025-10-01,130.08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990022568
2025-10-01,154.09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990023745
2025-10-01,93.8,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990031748
2025-10-01,78.08,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990021912
2025-10-01,139.42,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990026845
2025-10-01,123.13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990021372
2025-10-01,79.41,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990025694
2025-10-01,97.9,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990036042
2025-10-02,1374.18,Bing,Brand Search,Bing Brand Exact,AFF-3201,990016770
2025-10-02,58.92,Bing,Brand Search,Bing Brand Exact,AFF-3201,990018457
2025-10-02,73.87,Bing,Brand Search,Bing Brand Exact,AFF-3201,990019710
2025-10-02,73.02,Bing,Brand Search,Bing Brand Exact,AFF-3201,990021656
2025-10-02,66.56,Bing,Brand Search,Bing Brand Exact,AFF-3201,990022000
2025-10-02,139.08,Bing,Brand Search,Bing Brand Exact,AFF-3201,990024636
2025-10-02,146.4,Bing,Brand Search,Bing Brand Exact,AFF-3201,990037019
2025-10-02,90.97,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990019730
2025-10-02,57.75,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990034433
2025-10-02,137.72,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990037140
2025-10-02,190.85,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990019576
2025-10-02,160.94,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990019577
2025-10-02,86.94,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990021028
2025-10-02,80.73,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990022203
2025-10-02,55.88,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990028038
2025-10-02,172.19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990036256
2025-10-02,70.1,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990039043
2025-10-02,66.13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990019561
2025-10-02,114.55,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990024690
2025-10-02,183.3,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990031871
2025-10-02,134.36,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990034893
2025-10-02,145.89,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990037451
2025-10-02,54.53,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990038132
2025-10-02,48.71,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990038572
2025-10-02,165.24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990039862
2025-10-02,98.91,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990041186
2025-10-02,56.16,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990019493
2025-10-02,169.31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990021631
2025-10-02,112.55,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990027462
2025-10-02,121.53,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990030709
2025-10-02,91.62,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990031670
2025-10-02,41.8,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033503
2025-10-02,171.37,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990019705
2025-10-02,56.13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990023459
2025-10-02,176.55,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990031211
2025-10-02,113.85,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990039538
2025-10-02,125.91,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990039673
2025-10-02,304.74,Google Search,Brand Search,Brand Core RSA,AFF-1201,990018212
2025-10-02,112.66,Google Search,Brand Search,Brand Core RSA,AFF-1201,990019093
2025-10-02,108.25,Google Search,Brand Search,Brand Core RSA,AFF-1201,990021773
2025-10-02,113.14,Google Search,Brand Search,Brand Core RSA,AFF-1201,990026455
2025-10-02,133.29,Google Search,Brand Search,Brand Core RSA,AFF-1201,990028471
2025-10-02,1964.56,Google Search,Brand Search,Brand Core RSA,AFF-1201,990029571
2025-10-02,75.16,Google Search,Brand Search,Brand Core RSA,AFF-1201,990030057
2025-10-02,155.36,Google Search,Brand Search,Brand Core RSA,AFF-1201,990031001
2025-10-02,1439.79,Google Search,Brand Search,Brand Core RSA,AFF-1201,990031793
2025-10-02,153.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035099
2025-10-02,135.93,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036701
2025-10-02,116.63,Google Search,Brand Search,Brand Core RSA,AFF-1201,990037947
2025-10-02,152.44,Google Search,Brand Search,Brand Core RSA,AFF-1201,990038076
2025-10-02,39.55,Google Search,Brand Search,Brand Core RSA,AFF-1201,990038185
2025-10-02,120.94,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990018608
2025-10-02,141.9,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990022653
2025-10-02,122.07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990022667
2025-10-02,1241.36,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990023632
2025-10-02,116.32,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990024957
2025-10-02,106.34,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990025568
2025-10-02,134.49,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990025726
2025-10-02,75.51,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990026112
2025-10-02,189.47,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990026112
2025-10-02,59.72,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990027796
2025-10-02,137.34,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990028121
2025-10-02,74.81,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990028330
2025-10-02,221.1,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990029909
2025-10-02,110.2,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033794
2025-10-02,91.36,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033813
2025-10-02,69.05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035938
2025-10-02,110.35,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990037817
2025-10-02,86.14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990038497
2025-10-02,62.06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990038823
2025-10-02,111.14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990039106
2025-10-02,81.4,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990040064
2025-10-02,94.26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990040483
2025-10-02,110.32,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990041555
2025-10-02,87.76,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990029234
2025-10-02,83.95,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990030482
2025-10-02,126.3,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990031918
2025-10-02,196.38,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990033589
2025-10-02,164.84,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990038167
2025-10-02,255.09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990038450
2025-10-02,174.34,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990022777
2025-10-02,49.41,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990023170
2025-10-02,127.43,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990023934
2025-10-02,183.83,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990026998
2025-10-02,178.21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990029376
2025-10-02,97.63,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990030963
2025-10-02,89.5,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990032053
2025-10-02,116.84,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990029246
2025-10-02,43.28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990027556
2025-10-02,82.14,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990027747
2025-10-03,74.25,Bing,Brand Search,Bing Brand Exact,AFF-3201,990021125
2025-10-03,53.44,Bing,Brand Search,Bing Brand Exact,AFF-3201,990021656
2025-10-03,113.87,Bing,Brand Search,Bing Brand Exact,AFF-3201,990030270
2025-10-03,57.97,Bing,Brand Search,Bing Brand Exact,AFF-3201,990030732
2025-10-03,109.57,Bing,Brand Search,Bing Brand Exact,AFF-3201,990033222
2025-10-03,127.64,Bing,Brand Search,Bing Brand Exact,AFF-3201,990038859
2025-10-03,187.28,Bing,Brand Search,Bing Brand Exact,AFF-3201,990039261
2025-10-03,91.5,Bing,Brand Search,Bing Brand Exact,AFF-3201,990041436
2025-10-03,145.02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990026942
2025-10-03,132.41,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990028390
2025-10-03,56.65,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990029168
2025-10-03,103.54,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990036482
2025-10-03,56.78,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990037988
2025-10-03,163.82,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990018832
2025-10-03,84.4,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990019913
2025-10-03,77.75,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990019915
2025-10-03,87.66,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990026408
2025-10-03,51.59,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990030313
2025-10-03,138.47,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990032178
2025-10-03,95.02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990036512
2025-10-03,2075.32,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990012171
2025-10-03,66.73,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990018660
2025-10-03,144.64,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990021853
2025-10-03,124.2,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990025825
2025-10-03,84.31,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990026957
2025-10-03,110.29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990029644
2025-10-03,57.99,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990031557
2025-10-03,160.33,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990031878
2025-10-03,93.03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990032637
2025-10-03,60.67,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990034893
2025-10-03,64.07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990035862
2025-10-03,86.68,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990032899
2025-10-03,117.57,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990020020
2025-10-03,1261.56,Google Search,Brand Search,Brand Core RSA,AFF-1201,990015549
2025-10-03,71.95,Google Search,Brand Search,Brand Core RSA,AFF-1201,990018038
2025-10-03,44.7,Google Search,Brand Search,Brand Core RSA,AFF-1201,990021919
2025-10-03,128.57,Google Search,Brand Search,Brand Core RSA,AFF-1201,990023398
2025-10-03,52.16,Google Search,Brand Search,Brand Core RSA,AFF-1201,990024584
2025-10-03,77.78,Google Search,Brand Search,Brand Core RSA,AFF-1201,990025527
2025-10-03,147.46,Google Search,Brand Search,Brand Core RSA,AFF-1201,990026458
2025-10-03,88.49,Google Search,Brand Search,Brand Core RSA,AFF-1201,990029250
2025-10-03,58.56,Google Search,Brand Search,Brand Core RSA,AFF-1201,990029736
2025-10-03,170.44,Google Search,Brand Search,Brand Core RSA,AFF-1201,990030379
2025-10-03,125.88,Google Search,Brand Search,Brand Core RSA,AFF-1201,990030659
2025-10-03,106.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990031010
2025-10-03,97.16,Google Search,Brand Search,Brand Core RSA,AFF-1201,990035923
2025-10-03,120.37,Google Search,Brand Search,Brand Core RSA,AFF-1201,990036178
2025-10-03,151.89,Google Search,Brand Search,Brand Core RSA,AFF-1201,990037650
2025-10-03,66.14,Google Search,Brand Search,Brand Core RSA,AFF-1201,990038185
2025-10-03,175.67,Google Search,Brand Search,Brand Core RSA,AFF-1201,990038954
2025-10-03,65.91,Google Search,Brand Search,Brand Core RSA,AFF-1201,990040867
2025-10-03,159.21,Google Search,Brand Search,Brand Core RSA,AFF-1201,990041655
2025-10-03,186.38,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990021799
2025-10-03,165.87,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990022151
2025-10-03,2091.7,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990022645
2025-10-03,81.76,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990022670
2025-10-03,203.36,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990033812
2025-10-03,115.94,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990034259
2025-10-03,150.49,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990035109
2025-10-03,74.36,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990036854
2025-10-03,88.03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990039101
2025-10-03,97.24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990039369
2025-10-03,254.75,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990039644
2025-10-03,157.09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990040069
2025-10-03,119.24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990040201
2025-10-03,110.32,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990041555
2025-10-03,83.57,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990018357
2025-10-03,116.49,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990022572
2025-10-03,134.05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990023357
2025-10-03,96.39,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990030467
2025-10-03,105.34,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990040578
2025-10-03,100.02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990041071
2025-10-03,93.81,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990027411
2025-10-04,75.94,Bing,Brand Search,Bing Brand Exact,AFF-3201,990019520
2025-10-04,116.35,Bing,Brand Search,Bing Brand Exact,AFF-3201,990020821
2025-10-04,102.73,Bing,Brand Search,Bing Brand Exact,AFF-3201,990021831
2025-10-04,77.06,Bing,Brand Search,Bing Brand Exact,AFF-3201,990022323
2025-10-04,237.6,Bing,Brand Search,Bing Brand Exact,AFF-3201,990023096
2025-10-04,175.25,Bing,Brand Search,Bing Brand Exact,AFF-3201,990024810
2025-10-04,124.62,Bing,Brand Search,Bing Brand Exact,AFF-3201,990026160
2025-10-04,108.4,Bing,Brand Search,Bing Brand Exact,AFF-3201,990027318
2025-10-04,124.77,Bing,Brand Search,Bing Brand Exact,AFF-3201,990029797
2025-10-04,104.18,Bing,Brand Search,Bing Brand Exact,AFF-3201,990032935
2025-10-04,109.23,Bing,Brand Search,Bing Brand Exact,AFF-3201,990034014
2025-10-04,246.47,Bing,Brand Search,Bing Brand Exact,AFF-3201,990034550
2025-10-04,73.0,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990018988
2025-10-04,79.94,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990021484
2025-10-04,130.55,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990022343
2025-10-04,69.31,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990023496
2025-10-04,222.28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990025015
2025-10-04,76.22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990026748
2025-10-04,62.28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990035707
2025-10-04,91.49,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990036120
2025-10-04,80.86,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990041594
2025-10-04,123.97,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990020080
2025-10-04,226.73,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990027164
2025-10-04,171.98,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990027877
2025-10-04,48.88,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990032819
2025-10-04,57.57,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990035348
2025-10-04,79.56,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990037048
2025-10-04,97.03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990019198
2025-10-04,71.08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990026579
2025-10-04,53.97,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990029338
2025-10-04,142.93,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990032953
2025-10-04,142.73,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990035031
2025-10-04,60.65,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990023842
2025-10-04,2322.07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990025570
2025-10-04,885.31,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990029455
2025-10-04,119.22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990033196
2025-10-04,68.2,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990035416
2025-10-04,53.85,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990039663
2025-10-04,2082.93,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011098
2025-10-04,81.3,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990021108
2025-10-04,113.2,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990022485
2025-10-04,87.46,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990022486
2025-10-04,138.35,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990023459
2025-10-04,91.77,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990025181
2025-10-04,71.78,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990037415
2025-10-04,113.92,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990040371
2025-10-04,1284.69,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011047
2025-10-04,200.88,Google Search,Brand Search,Brand Core RSA,AFF-1201,990018210
2025-10-04,193.06,Google Search,Brand Search,Brand Core RSA,AFF-1201,990020424
2025-10-04,109.57,Google Search,Brand Search,Brand Core RSA,AFF-1201,990024162
2025-10-04,50.4,Google Search,Brand Search,Brand Core RSA,AFF-1201,990024178
2025-10-04,195.48,Google Search,Brand Search,Brand Core RSA,AFF-1201,990026275
2025-10-04,76.23,Google Search,Brand Search,Brand Core RSA,AFF-1201,990027230
2025-10-04,154.7,Google Search,Brand Search,Brand Core RSA,AFF-1201,990028485
2025-10-04,141.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990028939
2025-10-04,79.98,Google Search,Brand Search,Brand Core RSA,AFF-1201,990030824
2025-10-04,88.02,Google Search,Brand Search,Brand Core RSA,AFF-1201,990031628
2025-10-04,117.73,Google Search,Brand Search,Brand Core RSA,AFF-1201,990037638
2025-10-04,57.62,Google Search,Brand Search,Brand Core RSA,AFF-1201,990038070
2025-10-04,108.48,Google Search,Brand Search,Brand Core RSA,AFF-1201,990041656
2025-10-04,54.71,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990024386
2025-10-04,85.27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990024777
2025-10-04,57.47,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990025946
2025-10-04,89.04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990029440
2025-10-04,77.95,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990030073
2025-10-04,144.38,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990032256
